PackageIdentifier,GitHubRepo,AvailableVersions,VersionFormatPattern,CurrentLatestVersionInWinGet,InstallerURLsCount,LatestVersionURLsInWinGet,ArchExtPairs,HasOpenPullRequests,GitHubLatest,LatestGitHubURLs,WinGetVersionsFound,URLComparisonPerformed,ExactURLMatches,HasAnyURLMatch,WinGetVersionsList,UniqueWinGetURLsCount,ExactMatchDetails,GitHubURLsChecked,WinGetURLsTotal,ComparisonFailureReason
GNU.MidnightCommander,adamyg/mcwin32,"4.8.24-217,4.8.24-218,4.8.24-220,4.8.24-221,4.8.24-222,4.8.24-223,4.8.27,4.8.27-225,4.8.27-226,4.8.28,4.8.30,4.8.31,4.8.33","1NumDot1NumDot2Num,1NumDot1NumDot2NumDash3Num",4.8.33,2,"https://github.com/adamyg/mcwin32/releases/download/4.8.33.231/mcwin32-build231-setup.exe,https://github.com/adamyg/mcwin32/releases/download/4.8.33.231/mcwin32-build231-x64-setup.exe","NA-exe,x64-exe",absent,4.8.33.235,"https://github.com/adamyg/mcwin32/releases/download/4.8.33.235/mcwin32-build235-setup.exe,https://github.com/adamyg/mcwin32/releases/download/4.8.33.235/mcwin32-build235-x64-setup.exe",13,True,0,False,"4.8.28,4.8.24-220,4.8.27,4.8.24-222,4.8.30,4.8.24-218,4.8.24-221,4.8.24-217,4.8.27-226,4.8.33,4.8.24-223,4.8.31,4.8.27-225",14,,"https://github.com/adamyg/mcwin32/releases/download/4.8.33.235/mcwin32-build235-setup.exe,https://github.com/adamyg/mcwin32/releases/download/4.8.33.235/mcwin32-build235-x64-setup.exe",14,
Intel.PresentMon.Console,GameTechDev/PresentMon,"2.0.0.0,2.0.1.0,2.1.0.0,2.1.1.0,2.2.0.0,2.3.0.0",1NumDot1NumDot1NumDot1Num,2.3.0.0,1,https://github.com/GameTechDev/PresentMon/releases/download/v2.3.0/PresentMon-2.3.0-x64.exe,x64-exe,absent,v2.3.1,https://github.com/GameTechDev/PresentMon/releases/download/v2.3.1/PresentMon-2.3.1-x64.exe,6,True,0,False,"2.0.1.0,2.1.0.0,2.0.0.0,2.3.0.0,2.2.0.0,2.1.1.0",10,,https://github.com/GameTechDev/PresentMon/releases/download/v2.3.1/PresentMon-2.3.1-x64.exe,10,
MichaelJolley.RandomDadJokesForCmdPal,michaeljolley/CmdPalExtensions,"0.1.0.0,0.2.0","1NumDot1NumDot1Num,1NumDot1NumDot1NumDot1Num",0.2.0,2,"https://github.com/michaeljolley/CmdPalExtensions/releases/download/dadjokes/v0.2.0/CmdPalRandomDadJokeExtension_0.2.0.0_x64.msix,https://github.com/michaeljolley/CmdPalExtensions/releases/download/dadjokes/v0.2.0/CmdPalRandomDadJokeExtension_0.2.0.0_ARM64.msix","arm64-msix,x64-msix",absent,facts/v0.2.0,"https://github.com/michaeljolley/CmdPalExtensions/releases/download/facts/v0.2.0/CmdPalRandomFactsExtension_0.2.0.0_ARM64.msix,https://github.com/michaeljolley/CmdPalExtensions/releases/download/facts/v0.2.0/CmdPalRandomFactsExtension_0.2.0.0_x64.msix",2,True,0,False,"0.1.0.0,0.2.0",4,,"https://github.com/michaeljolley/CmdPalExtensions/releases/download/facts/v0.2.0/CmdPalRandomFactsExtension_0.2.0.0_ARM64.msix,https://github.com/michaeljolley/CmdPalExtensions/releases/download/facts/v0.2.0/CmdPalRandomFactsExtension_0.2.0.0_x64.msix",4,
Basti-def.helloworld.package,Basti-def/helloworld-test,1.0,1NumDot1Num,1.0,1,https://github.com/Basti-def/helloworld-test/releases/download/helloworld/helloworld.exe,NA-exe,absent,helloworld,https://github.com/bxsti-dev/helloworld-test/releases/download/helloworld/helloworld.exe,1,True,0,False,1.0,1,,https://github.com/bxsti-dev/helloworld-test/releases/download/helloworld/helloworld.exe,1,
Erlang.ErlangOTP,erlang/otp,"23.3.4.11,23.3.4.16,23.3.4.17,24.0,24.2,24.2.1,24.2.2,24.3,24.3.1,24.3.2,24.3.3,24.3.4,24.3.4.1,24.3.4.10,24.3.4.4,24.3.4.5,24.3.4.6,24.3.4.7,24.3.4.9,25.0,25.0.1,25.0.2,25.0.3,25.1,25.1.1,25.1.2,25.2,25.2.1,25.2.2,25.2.3,25.3,25.3.2.1,25.3.2.14,25.3.2.15,25.3.2.4,25.3.2.5,25.3.2.6,25.3.2.7,26.0.1,26.1,26.1.1,26.2.1,26.2.4,26.2.5.1,26.2.5.3,26.2.5.4,26.2.5.5,26.2.5.7,27.0,27.0.1,27.1.1,27.1.2,27.1.3,27.2,27.2.1,27.2.2,27.2.3,27.2.4,27.3,27.3.1,27.3.2,27.3.3,27.3.4,27.3.4.1,28.0","2NumDot1Num,2NumDot1NumDot1Num,2NumDot1NumDot1NumDot1Num,2NumDot1NumDot1NumDot2Num",28.0,2,"https://github.com/erlang/otp/releases/download/OTP-28.0/otp_win32_28.0.exe,https://github.com/erlang/otp/releases/download/OTP-28.0/otp_win64_28.0.exe","win32-exe,win64-exe",absent,OTP-28.0.1,"https://github.com/erlang/otp/releases/download/OTP-28.0.1/otp_win32_28.0.1.exe,https://github.com/erlang/otp/releases/download/OTP-28.0.1/otp_win64_28.0.1.exe",65,True,0,False,"26.2.5.4,24.3.4.10,25.1,24.0,27.1.3,24.3.2,27.3.2,25.0.1,24.3.3,26.2.5.5,27.1.2,24.3.4.4,24.2.2,25.3.2.5,23.3.4.11,24.3.4.6,25.3.2.4,23.3.4.16,25.2.2,25.1.2,27.2.3,27.1.1,27.0.1,27.2.4,24.2,25.2,27.3,25.0.2,25.3.2.6,27.3.3,27.3.4.1,26.0.1,26.1.1,25.3.2.14,26.2.1,25.3.2.15,24.3.1,25.2.3,26.2.5.3,24.3.4.9,26.2.4,26.1,25.1.1,26.2.5.1,24.3,27.3.1,27.2.1,24.3.4.1,25.3.2.7,24.3.4,24.3.4.7,23.3.4.17,24.3.4.5,26.2.5.7,27.3.4,27.0,25.0,25.3.2.1,27.2,28.0,25.0.3,25.2.1,27.2.2,25.3,24.2.1",129,,"https://github.com/erlang/otp/releases/download/OTP-28.0.1/otp_win32_28.0.1.exe,https://github.com/erlang/otp/releases/download/OTP-28.0.1/otp_win64_28.0.1.exe",129,
NimLang.ChooseNim,nim-lang/choosenim,"0.8.12,0.8.14",1NumDot1NumDot2Num,0.8.14,1,https://github.com/nim-lang/choosenim/releases/download/v0.8.14/choosenim-0.8.14_windows_amd64.zip,amd64-zip,absent,v0.8.16,https://github.com/nim-lang/choosenim/releases/download/v0.8.16/choosenim-0.8.16_windows_amd64.zip,2,True,0,False,"0.8.14,0.8.12",2,,https://github.com/nim-lang/choosenim/releases/download/v0.8.16/choosenim-0.8.16_windows_amd64.zip,2,
ozankaraali.PiTV,ozankaraali/PiTV,"1.0.2,1.1.1",1NumDot1NumDot1Num,1.1.1,1,https://github.com/ozankaraali/PiTV/releases/download/1.1.1/PiTV-1.1.1.Setup.exe,NA-exe,absent,latest,https://github.com/ozankaraali/PiTV/releases/download/latest/PiTV-1.1.2.Setup.exe,2,True,0,False,"1.0.2,1.1.1",2,,https://github.com/ozankaraali/PiTV/releases/download/latest/PiTV-1.1.2.Setup.exe,2,
AlexShovkoplyas.SkyRoof,VE3NEA/SkyRoof,1.7-beta,1NumDot1NumDashbeta,1.7-beta,1,https://github.com/VE3NEA/SkyRoof/releases/download/v.1.7-beta/SkyRoofSetup-v.1.7-beta.zip,NA-zip,absent,v.1.15-beta,https://github.com/VE3NEA/SkyRoof/releases/download/v.1.15-beta/SkyRoofSetup-v.1.15-beta.zip,1,True,0,False,1.7-beta,1,,https://github.com/VE3NEA/SkyRoof/releases/download/v.1.15-beta/SkyRoofSetup-v.1.15-beta.zip,1,
EDCD.EliteDangerousMarketConnector,EDCD/EDMarketConnector,"5.12.1,5.2.4.0,5.3.0.0,5.3.1.0,5.3.3.0,5.3.4.0,5.4.1.0","1NumDot1NumDot1NumDot1Num,1NumDot2NumDot1Num",5.12.1,2,"https://github.com/EDCD/EDMarketConnector/releases/download/Release%2F5.12.1/EDMarketConnector_Installer_5.12.1.exe,https://github.com/EDCD/EDMarketConnector/releases/download/Release%2F5.12.1/EDMarketConnector_Installer_5.12.1.exe",NA-exe,absent,Release/5.13.1,"https://github.com/EDCD/EDMarketConnector/releases/download/Release/5.13.1/EDMarketConnector_Installer_5.13.1.exe,https://github.com/EDCD/EDMarketConnector/releases/download/Release/5.13.1/EDMarketConnector_Installer_Unsigned_5.13.1.exe",7,True,0,False,"5.3.4.0,5.3.1.0,5.12.1,5.2.4.0,5.3.3.0,5.4.1.0,5.3.0.0",7,,"https://github.com/EDCD/EDMarketConnector/releases/download/Release/5.13.1/EDMarketConnector_Installer_5.13.1.exe,https://github.com/EDCD/EDMarketConnector/releases/download/Release/5.13.1/EDMarketConnector_Installer_Unsigned_5.13.1.exe",7,
FlyByWireSimulations.FlyByWireSimulationsInstaller,flybywiresim/installer,"1.2.0,2.0.0,2.0.1,2.1.0,2.1.1,2.2.0,2.2.2,3.0.0,3.1.0,3.2.2,3.3.2,3.3.3,3.3.8,3.4.0",1NumDot1NumDot1Num,3.4.0,1,https://github.com/flybywiresim/installer/releases/download/v3.4.0/FlyByWire_Installer_Setup.exe,NA-exe,absent,v3.4.3,https://github.com/flybywiresim/installer/releases/download/v3.4.3/FlyByWire_Installer_Setup.exe,14,True,0,False,"2.2.2,2.1.1,3.3.2,3.3.3,3.1.0,3.4.0,3.2.2,3.0.0,2.1.0,2.2.0,2.0.0,3.3.8,2.0.1,1.2.0",14,,https://github.com/flybywiresim/installer/releases/download/v3.4.3/FlyByWire_Installer_Setup.exe,14,
nomacs.nomacs.Beta,nomacs/nomacs,"3.17.2297,3.21.1","1NumDot2NumDot1Num,1NumDot2NumDot4Num",3.21.1,1,https://github.com/nomacs/nomacs/releases/download/3.21.1/nomacs-setup-x64.msi,x64-msi,absent,3.16.224,https://github.com/nomacs/nomacs/releases/download/3.16.224/nomacs-setup-x64.msi,2,True,0,False,"3.17.2297,3.21.1",2,,https://github.com/nomacs/nomacs/releases/download/3.16.224/nomacs-setup-x64.msi,2,
zadjii.HackerNewsforCommandPalette,zadjii/CmdPalExtensions,"0.0.3.0,0.0.5","1NumDot1NumDot1Num,1NumDot1NumDot1NumDot1Num",0.0.5,1,https://github.com/zadjii/CmdPalExtensions/releases/download/hackernews%2Fv0.0.5/HackerNewsExtension_0.0.5.0_x64.msix,x64-msix,absent,mastodon/v0.0.5,https://github.com/zadjii/CmdPalExtensions/releases/download/mastodon/v0.0.5/MastodonExtension_0.0.5.0_x64.msix,2,True,0,False,"0.0.3.0,0.0.5",2,,https://github.com/zadjii/CmdPalExtensions/releases/download/mastodon/v0.0.5/MastodonExtension_0.0.5.0_x64.msix,2,
Dyne.CJIT,dyne/cjit,"0.17.2,0.18.1",1NumDot2NumDot1Num,0.18.1,2,"https://github.com/dyne/cjit/releases/download/v0.18.1/CJIT_install.exe,https://github.com/dyne/cjit/releases/download/v0.18.1/CJIT_install.exe",NA-exe,absent,v0.18.2,"https://github.com/dyne/cjit/releases/download/v0.18.2/cjit.exe,https://github.com/dyne/cjit/releases/download/v0.18.2/CJIT_install.exe",2,True,0,False,"0.17.2,0.18.1",2,,"https://github.com/dyne/cjit/releases/download/v0.18.2/cjit.exe,https://github.com/dyne/cjit/releases/download/v0.18.2/CJIT_install.exe",2,
yt-dlp.yt-dlp.nightly,yt-dlp/yt-dlp-nightly-builds,"2023.12.31.232713,2024.01.05.232702,2024.01.08.232709,2024.01.09.232723,2024.01.14.232710,2024.01.18.232658,2024.01.19.232708,2024.01.20.232722,2024.01.21.232719,2024.01.22.232713,2024.01.23.232723,2024.01.28.232706,2024.01.29.232706,2024.01.31.232703,2024.02.02.232707,2024.02.03.232712,2024.02.04.232659,2024.02.05.232712,2024.02.09.232659,2024.02.13.232701,2024.02.14.232704,2024.02.15.232705,2024.02.16.232705,2024.02.17.232706,2024.02.18.232707,2024.02.19.232703,2024.02.20.232712,2024.02.21.232721,2024.02.22.232849,2024.02.23.232656,2024.02.24.232815,2024.02.25.232703,2024.02.28.232744,2024.02.29.232658,2024.03.02.232720,2024.03.03.232706,2024.03.04.232716,2024.03.06.232659,2024.03.07.232716,2024.03.08.232718,2024.03.09.232714,2024.03.10.232703,2024.03.14.232657,2024.03.17.232657,2024.03.18.232707,2024.03.19.232701,2024.03.20.232704,2024.03.22.232703,2024.03.29.232706,2024.03.30.232704,2024.03.31.232706,2024.04.01.232704,2024.04.03.233315,2024.04.04.232729,2024.04.06.232655,2024.04.07.232657,2024.04.08.232708,2024.04.09.232723,2024.04.13.232802,2024.04.18.232703,2024.04.20.232659,2024.04.21.232710,2024.04.28.232723,2024.05.04.232706,2024.05.05.232701,2024.05.08.232715,2024.05.10.232705,2024.05.11.232654,2024.05.12.232709,2024.05.13.232704,2024.05.16.232713,2024.05.17.232726,2024.05.18.232655,2024.05.20.232721,2024.05.22.232749,2024.05.23.232707,2024.05.25.232709,2024.05.26.232731,2024.05.27.232744,2024.05.29.232700,2024.05.30.232720,2024.06.01.232725,2024.06.11.232712,2024.06.13.232720,2024.06.15.232712,2024.06.16.232832,2024.06.17.232743,2024.06.24.232830,2024.07.03.232825,2024.07.05.232716,2024.07.24.232745,2024.08.01.232808,2024.08.06.232802,2024.08.13.232739,2024.08.15.233031,2024.08.18.232809,2024.08.19.232821,2024.08.21.232751,2024.08.26.232811,2024.09.01.235933,2024.09.05.232840,2024.09.07.232731,2024.09.08.232909,2024.09.14.232748,2024.09.17.232940,2024.09.24.232842,2024.09.25.232842,2024.09.26.232938,2024.09.29.232819,2024.09.30.232929,2024.10.01.232843,2024.10.10.232848,2024.10.15.232919,2024.10.16.232911,2024.10.19.232833,2024.10.31.232951,2024.11.03.232912,2024.11.04.232933,2024.11.06.232826,2024.11.10.232816,2024.11.12.232900,2024.11.15.232903,2024.11.18.232921,2024.11.24.232931,2024.11.27.232921,2024.12.01.232904,2024.12.02.233010,2024.12.03.232932,2024.12.04.232942,2024.12.06.161513,2024.12.12.232950,2024.12.13.232928,2024.12.15.232913,2024.12.23.232812,2024.12.26.232815,2025.01.11.232806,2025.01.12.232754,2025.01.15.232837,2025.01.16.232854,2025.01.19.232735,2025.01.20.232744,2025.01.21.232800,2025.01.23.232810,2025.01.26.034637,2025.01.28.232803,2025.01.29.232818,2025.01.30.232843,2025.02.08.232844,2025.02.09.232824,2025.02.10.232934,2025.02.11.232920,2025.02.19.023542,2025.02.20.232914,2025.02.21.232913,2025.02.22.232738,2025.02.23.232748,2025.02.26.232946,2025.02.28.232826,2025.03.02.232817,2025.03.03.232847,2025.03.04.232844,2025.03.05.232947,2025.03.07.232704,2025.03.13.232844,2025.03.15.232805,2025.03.16.232921,2025.03.21.232842,2025.03.22.232834,2025.03.23.232844,2025.03.25.000703,2025.03.26.000420,2025.03.27.233514,2025.03.28.232920,2025.03.30.232927,2025.03.31.214356,2025.04.05.232914,2025.04.06.232826,2025.04.18.232954,2025.04.19.232942,2025.04.23.001659,2025.04.23.232926,2025.04.24.232927,2025.04.25.232910,2025.04.26.232923,2025.04.27.233024,2025.04.29.232920,2025.04.30.232944,2025.05.03.232917,2025.05.05.232943,2025.05.06.232932,2025.05.10.232848,2025.05.11.232911,2025.05.17.232915,2025.05.18.232948,2025.05.20.232932,2025.05.22.093922,2025.05.22.232956,2025.05.23.233016,2025.05.26.232937,2025.05.27.232941,2025.05.28.232948,2025.05.30.233011,2025.06.01.232947,2025.06.03.233020,2025.06.05.233116,2025.06.06.233002,2025.06.07.233023,2025.06.08.232939,2025.06.09.234059,2025.06.12.233004,2025.06.25.235247,2025.06.26.233029,2025.06.27.233026,2025.06.28.234349,2025.06.29.233002,2025.06.30.233919,2025.07.01.235725,2025.07.02.233055,2025.07.05.233013,2025.07.06.233008,2025.07.08.233037,2025.07.09.233050,2025.07.12.233122",4NumDot2NumDot2NumDot6Num,2025.07.12.233122,2,"https://github.com/yt-dlp/yt-dlp-nightly-builds/releases/download/2025.07.12.233122/yt-dlp_x86.exe,https://github.com/yt-dlp/yt-dlp-nightly-builds/releases/download/2025.07.12.233122/yt-dlp.exe","NA-exe,x86-exe",absent,2025.07.13.233101,"https://github.com/yt-dlp/yt-dlp-nightly-builds/releases/download/2025.07.13.233101/yt-dlp.exe,https://github.com/yt-dlp/yt-dlp-nightly-builds/releases/download/2025.07.13.233101/yt-dlp_x86.exe",223,True,0,False,"2025.02.22.232738,2024.02.23.232656,2025.05.17.232915,2024.03.14.232657,2025.03.02.232817,2024.08.01.232808,2024.09.25.232842,2025.06.29.233002,2024.04.18.232703,2024.02.21.232721,2024.11.10.232816,2024.03.08.232718,2025.03.15.232805,2025.01.28.232803,2024.04.20.232659,2024.10.10.232848,2025.02.08.232844,2024.02.05.232712,2024.08.19.232821,2024.04.04.232729,2024.01.14.232710,2025.05.28.232948,2025.02.23.232748,2025.01.12.232754,2025.05.18.232948,2025.03.30.232927,2024.03.06.232659,2025.04.06.232826,2024.10.19.232833,2024.06.15.232712,2025.04.05.232914,2024.04.13.232802,2024.05.30.232720,2025.03.03.232847,2024.08.06.232802,2024.09.29.232819,2023.12.31.232713,2024.09.08.232909,2025.04.25.232910,2024.02.02.232707,2024.12.02.233010,2024.01.23.232723,2024.07.24.232745,2025.05.11.232911,2024.12.12.232950,2025.05.03.232917,2025.06.25.235247,2025.03.21.232842,2025.05.22.232956,2024.02.16.232705,2025.02.26.232946,2024.08.21.232751,2025.04.23.001659,2025.06.03.233020,2024.01.31.232703,2024.12.23.232812,2025.01.19.232735,2025.06.07.233023,2024.11.06.232826,2024.03.18.232707,2024.05.12.232709,2024.06.17.232743,2024.12.03.232932,2025.01.26.034637,2024.02.14.232704,2025.01.23.232810,2024.03.19.232701,2024.10.15.232919,2025.05.22.093922,2025.05.10.232848,2024.06.13.232720,2024.01.09.232723,2025.02.11.232920,2025.06.12.233004,2024.03.20.232704,2024.03.29.232706,2024.11.24.232931,2025.03.16.232921,2024.02.04.232659,2025.03.04.232844,2025.06.27.233026,2024.05.16.232713,2025.06.09.234059,2024.12.15.232913,2024.03.10.232703,2025.05.06.232932,2025.05.05.232943,2025.03.28.232920,2024.11.04.232933,2025.03.13.232844,2024.08.18.232809,2025.07.12.233122,2024.01.29.232706,2025.03.31.214356,2024.10.01.232843,2024.04.21.232710,2025.07.02.233055,2024.01.21.232719,2024.01.18.232658,2025.02.10.232934,2025.03.05.232947,2024.04.06.232655,2024.05.27.232744,2024.02.29.232658,2024.08.15.233031,2025.05.30.233011,2024.05.08.232715,2024.05.13.232704,2025.06.05.233116,2025.01.29.232818,2025.06.28.234349,2025.03.27.233514,2024.02.17.232706,2025.07.06.233008,2024.02.25.232703,2024.01.19.232708,2025.06.01.232947,2024.03.17.232657,2024.04.28.232723,2025.01.21.232800,2025.04.19.232942,2024.02.20.232712,2025.02.21.232913,2024.02.13.232701,2024.09.24.232842,2024.11.12.232900,2024.04.09.232723,2024.06.01.232725,2025.02.28.232826,2024.07.03.232825,2024.12.01.232904,2024.09.07.232731,2025.02.09.232824,2024.11.18.232921,2024.02.24.232815,2024.06.24.232830,2024.03.04.232716,2024.02.19.232703,2025.01.11.232806,2024.01.22.232713,2024.05.23.232707,2025.01.20.232744,2024.05.25.232709,2025.03.25.000703,2024.03.02.232720,2025.02.20.232914,2025.07.08.233037,2025.05.27.232941,2025.04.29.232920,2024.12.04.232942,2025.03.07.232704,2025.01.30.232843,2024.09.05.232840,2024.09.17.232940,2024.08.26.232811,2025.06.06.233002,2024.02.18.232707,2024.12.13.232928,2024.05.26.232731,2024.09.30.232929,2025.04.24.232927,2024.11.03.232912,2024.11.15.232903,2024.04.03.233315,2024.05.29.232700,2024.05.10.232705,2025.04.18.232954,2024.02.22.232849,2024.05.17.232726,2025.07.01.235725,2025.04.27.233024,2024.07.05.232716,2025.06.26.233029,2025.05.23.233016,2024.10.31.232951,2024.06.16.232832,2024.05.18.232655,2024.03.09.232714,2024.02.03.232712,2025.07.09.233050,2025.04.23.232926,2024.05.22.232749,2024.03.03.232706,2025.05.20.232932,2024.04.01.232704,2024.04.07.232657,2025.03.26.000420,2024.03.07.232716,2025.02.19.023542,2025.01.16.232854,2024.12.06.161513,2024.12.26.232815,2024.09.26.232938,2024.09.14.232748,2024.08.13.232739,2024.01.20.232722,2025.01.15.232837,2024.11.27.232921,2025.05.26.232937,2025.03.22.232834,2024.05.04.232706,2024.01.28.232706,2025.07.05.233013,2024.03.22.232703,2025.06.30.233919,2024.03.30.232704,2024.02.28.232744,2024.02.09.232659,2024.01.08.232709,2024.09.01.235933,2025.06.08.232939,2024.03.31.232706,2024.06.11.232712,2025.04.30.232944,2024.01.05.232702,2024.05.05.232701,2024.05.20.232721,2024.05.11.232654,2024.02.15.232705,2024.04.08.232708,2024.10.16.232911,2025.04.26.232923,2025.03.23.232844",394,,"https://github.com/yt-dlp/yt-dlp-nightly-builds/releases/download/2025.07.13.233101/yt-dlp.exe,https://github.com/yt-dlp/yt-dlp-nightly-builds/releases/download/2025.07.13.233101/yt-dlp_x86.exe",394,
the-code-fixer-23.javascript-package-delagator,louiss0/javascript-package-delegator,1.0.0,1NumDot1NumDot1Num,1.0.0,2,"https://github.com/louiss0/javascript-package-delegator/releases/download/v1.0.0/javascript-package-delegator_1.0.0_windows_arm64.zip,https://github.com/louiss0/javascript-package-delegator/releases/download/v1.0.0/javascript-package-delegator_1.0.0_windows_amd64.zip","amd64-zip,arm64-zip",absent,v1.1.0-rc-1,"https://github.com/louiss0/javascript-package-delegator/releases/download/v1.1.0-rc-1/javascript-package-delegator_1.1.0-rc-1_windows_amd64.zip,https://github.com/louiss0/javascript-package-delegator/releases/download/v1.1.0-rc-1/javascript-package-delegator_1.1.0-rc-1_windows_arm64.zip",1,True,0,False,1.0.0,2,,"https://github.com/louiss0/javascript-package-delegator/releases/download/v1.1.0-rc-1/javascript-package-delegator_1.1.0-rc-1_windows_amd64.zip,https://github.com/louiss0/javascript-package-delegator/releases/download/v1.1.0-rc-1/javascript-package-delegator_1.1.0-rc-1_windows_arm64.zip",2,
KraXen72.crankshaft,KraXen72/crankshaft,"1.5.7,1.7.0,1.8.0",1NumDot1NumDot1Num,1.8.0,2,"https://github.com/KraXen72/crankshaft/releases/download/1.8.0/crankshaft-setup-win-ia32.exe,https://github.com/KraXen72/crankshaft/releases/download/1.8.0/crankshaft-setup-win-x64.exe","ia32-exe,win-x64-exe",absent,1.10.3,"https://github.com/KraXen72/crankshaft/releases/download/1.10.3/crankshaft-portable-win-x64.exe,https://github.com/KraXen72/crankshaft/releases/download/1.10.3/crankshaft-setup-win-x64.exe",3,True,0,False,"1.8.0,1.5.7,1.7.0",6,,"https://github.com/KraXen72/crankshaft/releases/download/1.10.3/crankshaft-portable-win-x64.exe,https://github.com/KraXen72/crankshaft/releases/download/1.10.3/crankshaft-setup-win-x64.exe",6,
MercatorOcean.Copernicus-Marine-Toolbox,mercator-ocean/copernicus-marine-toolbox,v2.1.2,1NumDot1NumDot1Num,v2.1.2,1,https://github.com/mercator-ocean/copernicus-marine-toolbox/releases/download/v2.1.2/copernicusmarine.exe,NA-exe,absent,v2.2.0,https://github.com/mercator-ocean/copernicus-marine-toolbox/releases/download/v2.2.0/copernicusmarine.exe,1,True,0,False,v2.1.2,1,,https://github.com/mercator-ocean/copernicus-marine-toolbox/releases/download/v2.2.0/copernicusmarine.exe,1,
mlhpdx.SimplestLoadBalancer,mlhpdx/SimplestLoadBalancer,"2.2.1,2.2.5,2.2.9,2.3.0",1NumDot1NumDot1Num,2.3.0,2,"https://github.com/mlhpdx/SimplestLoadBalancer/releases/download/2.3.0/SimplestLoadBalancer-2.3.0-win-x64.msi,https://github.com/mlhpdx/SimplestLoadBalancer/releases/download/2.3.0/SimplestLoadBalancer-2.3.0-win-arm64.msi","arm64-msi,win-x64-msi",absent,2.4.1,"https://github.com/mlhpdx/SimplestLoadBalancer/releases/download/2.4.1/SimplestLoadBalancer-2.4.1-win-arm64.msi,https://github.com/mlhpdx/SimplestLoadBalancer/releases/download/2.4.1/SimplestLoadBalancer-2.4.1-win-x64.msi",4,True,0,False,"2.2.9,2.3.0,2.2.5,2.2.1",7,,"https://github.com/mlhpdx/SimplestLoadBalancer/releases/download/2.4.1/SimplestLoadBalancer-2.4.1-win-arm64.msi,https://github.com/mlhpdx/SimplestLoadBalancer/releases/download/2.4.1/SimplestLoadBalancer-2.4.1-win-x64.msi",7,
SteamDatabase.SteamTokenDumper,SteamDatabase/SteamTokenDumper,"2024.05.31,2024.06.27,2024.07.18,2024.10.12",4NumDot2NumDot2Num,2024.10.12,3,"https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2024.10.12/SteamTokenDumper-win-x86.zip,https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2024.10.12/SteamTokenDumper-win-x64.zip,https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2024.10.12/SteamTokenDumper-win-arm64.zip","arm64-zip,win-x64-zip,x86-zip",absent,2025.04.28,"https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2025.04.28/SteamTokenDumper-win-arm64.zip,https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2025.04.28/SteamTokenDumper-win-x64.zip,https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2025.04.28/SteamTokenDumper-win-x86.zip",4,True,0,False,"2024.07.18,2024.10.12,2024.06.27,2024.05.31",12,,"https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2025.04.28/SteamTokenDumper-win-arm64.zip,https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2025.04.28/SteamTokenDumper-win-x64.zip,https://github.com/SteamDatabase/SteamTokenDumper/releases/download/2025.04.28/SteamTokenDumper-win-x86.zip",12,
Prometheus.WMIExporter,prometheus-community/windows_exporter,"0.12.0,0.13.0,0.14.0,0.15.0,0.16.0,0.17.0,0.17.1,0.18.0,0.18.1,0.19.0,0.20.0,0.21.0,0.22.0,0.23.1,0.24.0",1NumDot2NumDot1Num,0.24.0,2,"https://github.com/prometheus-community/windows_exporter/releases/download/v0.24.0/windows_exporter-0.24.0-386.msi,https://github.com/prometheus-community/windows_exporter/releases/download/v0.24.0/windows_exporter-0.24.0-amd64.msi","386-msi,amd64-msi",absent,v0.31.0,"https://github.com/prometheus-community/windows_exporter/releases/download/v0.31.0/windows_exporter-0.31.0-amd64.msi,https://github.com/prometheus-community/windows_exporter/releases/download/v0.31.0/windows_exporter-0.31.0-arm64.msi",15,True,0,False,"0.20.0,0.23.1,0.15.0,0.18.0,0.18.1,0.19.0,0.13.0,0.12.0,0.16.0,0.21.0,0.14.0,0.17.0,0.24.0,0.17.1,0.22.0",29,,"https://github.com/prometheus-community/windows_exporter/releases/download/v0.31.0/windows_exporter-0.31.0-amd64.msi,https://github.com/prometheus-community/windows_exporter/releases/download/v0.31.0/windows_exporter-0.31.0-arm64.msi",29,
