PackageIdentifier,GitHubRepo,AvailableVersions,VersionFormatPattern,CurrentLatestVersionInWinGet,InstallerURLsCount,LatestVersionURLsInWinGet,ArchExtPairs,HasOpenPullRequests,GitHubLatest,LatestGitHubURLs,WinGetVersionsFound,URLComparisonPerformed,ExactURLMatches,HasAnyURLMatch,WinGetVersionsList,UniqueWinGetURLsCount,ExactMatchDetails,GitHubURLsChecked,WinGetURLsTotal,ComparisonFailureReason
vim.vim.nightly,vim/vim-win32-installer,"9.0.1642,9.0.1677,9.0.1678,9.0.1712,9.0.1734,9.0.1736,9.0.1757,9.0.1777,9.0.1778,9.0.1786,9.0.1787,9.0.1789,9.0.1811,9.0.1815,9.0.1822,9.0.1826,9.0.1833,9.0.1839,9.0.1853,9.0.1859,9.0.1876,9.0.1882,9.0.1885,9.0.1894,9.0.1897,9.0.1899,9.0.1903,9.0.1910,9.0.1916,9.0.1922,9.0.1927,9.0.1940,9.0.1943,9.0.1950,9.0.1959,9.0.1966,9.0.1968,9.0.1976,9.0.1984,9.0.1994,9.0.1999,9.0.2001,9.0.2003,9.0.2009,9.0.2018,9.0.2026,9.0.2032,9.0.2043,9.0.2048,9.0.2053,9.0.2056,9.0.2063,9.0.2073,9.0.2077,9.0.2081,9.0.2087,9.0.2090,9.0.2092,9.0.2100,9.0.2103,9.0.2105,9.0.2116,9.0.2120,9.0.2122,9.0.2130,9.0.2136,9.0.2138,9.0.2143,9.0.2146,9.0.2149,9.0.2153,9.0.2173,9.0.2175,9.0.2181,9.0.2184,9.0.2185,9.0.2188,9.1.0,9.1.0.0668,9.1.0004,9.1.0011,9.1.0042,9.1.0044,9.1.0059,9.1.0061,9.1.0065,9.1.0067,9.1.0075,9.1.0076,9.1.0080,9.1.0083,9.1.0104,9.1.0105,9.1.0110,9.1.0113,9.1.0115,9.1.0119,9.1.0128,9.1.0135,9.1.0136,9.1.0139,9.1.0140,9.1.0143,9.1.0145,9.1.0148,9.1.0149,9.1.0151,9.1.0158,9.1.0161,9.1.0165,9.1.0168,9.1.0173,9.1.0178,9.1.0181,9.1.0184,9.1.0186,9.1.0187,9.1.0188,9.1.0192,9.1.0196,9.1.0198,9.1.0199,9.1.0202,9.1.0205,9.1.0211,9.1.0212,9.1.0228,9.1.0252,9.1.0258,9.1.0260,9.1.0271,9.1.0274,9.1.0282,9.1.0296,9.1.0304,9.1.0309,9.1.0312,9.1.0318,9.1.0330,9.1.0336,9.1.0342,9.1.0354,9.1.0356,9.1.0363,9.1.0366,9.1.0368,9.1.0374,9.1.0377,9.1.0380,9.1.0381,9.1.0384,9.1.0386,9.1.0390,9.1.0391,9.1.0393,9.1.0399,9.1.0401,9.1.0405,9.1.0408,9.1.0411,9.1.0412,9.1.0414,9.1.0418,9.1.0421,9.1.0426,9.1.0429,9.1.0432,9.1.0443,9.1.0445,9.1.0446,9.1.0447,9.1.0448,9.1.0452,9.1.0454,9.1.0457,9.1.0461,9.1.0465,9.1.0466,9.1.0472,9.1.0474,9.1.0477,9.1.0483,9.1.0487,9.1.0494,9.1.0496,9.1.0500,9.1.0512,9.1.0514,9.1.0516,9.1.0532,9.1.0538,9.1.0544,9.1.0586,9.1.0589,9.1.0598,9.1.0602,9.1.0608,9.1.0610,9.1.0611,9.1.0613,9.1.0618,9.1.0626,9.1.0631,9.1.0636,9.1.0643,9.1.0645,9.1.0646,9.1.0652,9.1.0655,9.1.0658,9.1.0660,9.1.0661,9.1.0663,9.1.0664,9.1.0665,9.1.0666,9.1.0672,9.1.0673,9.1.0675,9.1.0678,9.1.0679,9.1.0680,9.1.0682,9.1.0686,9.1.0689,9.1.0691,9.1.0695,9.1.0697,9.1.0698,9.1.0702,9.1.0703,9.1.0707,9.1.0708,9.1.0714,9.1.0715,9.1.0718,9.1.0719,9.1.0720,9.1.0722,9.1.0724,9.1.0727,9.1.0730,9.1.0733,9.1.0736,9.1.0737,9.1.0738,9.1.0739,9.1.0740,9.1.0741,9.1.0744,9.1.0748,9.1.0754,9.1.0757,9.1.0758,9.1.0759,9.1.0764,9.1.0766,9.1.0772,9.1.0774,9.1.0777,9.1.0781,9.1.0785,9.1.0787,9.1.0789,9.1.0791,9.1.0792,9.1.0793,9.1.0794,9.1.0798,9.1.0810,9.1.0813,9.1.0814,9.1.0818,9.1.0821,9.1.0822,9.1.0825,9.1.0837,9.1.0842,9.1.0845,9.1.0847,9.1.0848,9.1.0849,9.1.0857,9.1.0861,9.1.0866,9.1.0867,9.1.0869,9.1.0873,9.1.0880,9.1.0882,9.1.0886,9.1.0888,9.1.0891,9.1.0895,9.1.0898,9.1.0899,9.1.0901,9.1.0905,9.1.0906,9.1.0909,9.1.0912,9.1.0915,9.1.0917,9.1.0918,9.1.0919,9.1.0924,9.1.0927,9.1.0931,9.1.0938,9.1.0942,9.1.0949,9.1.0950,9.1.0954,9.1.0955,9.1.0958,9.1.0961,9.1.0964,9.1.0967,9.1.0969,9.1.0973,9.1.0981,9.1.0983,9.1.0984,9.1.0988,9.1.0990,9.1.0993,9.1.1000,9.1.1001,9.1.1006,9.1.1016,9.1.1019,9.1.1024,9.1.1039,9.1.1043,9.1.1046,9.1.1048,9.1.1050,9.1.1065,9.1.1071,9.1.1082,9.1.1094,9.1.1113,9.1.1117,9.1.1120,9.1.1122,9.1.1128,9.1.1134,9.1.1136,9.1.1144,9.1.1147,9.1.1151,9.1.1171,9.1.1179,9.1.1182,9.1.1186,9.1.1192,9.1.1232,9.1.1236,9.1.1238,9.1.1244,9.1.1251,9.1.1255,9.1.1258,9.1.1263,9.1.1265,9.1.1267,9.1.1270,9.1.1275,9.1.1279,9.1.1283,9.1.1287,9.1.1288,9.1.1289,9.1.1291,9.1.1296,9.1.1299,9.1.1301,9.1.1308,9.1.1313,9.1.1317,9.1.1322,9.1.1324,9.1.1326,9.1.1330,9.1.1336,9.1.1340,9.1.1343,9.1.1355,9.1.1357,9.1.1360,9.1.1362,9.1.1365,9.1.1366,9.1.1370,9.1.1374,9.1.1379,9.1.1382,9.1.1385,9.1.1391,9.1.1393,9.1.1396,9.1.1397,9.1.1398,9.1.1401,9.1.1404,9.1.1406,9.1.1407,9.1.1414,9.1.1415,9.1.1418,9.1.1420,9.1.1425,9.1.1426,9.1.1429,9.1.1436,9.1.1441,9.1.1446,9.1.1453,9.1.1455,9.1.1457,9.1.1460,9.1.1465,9.1.1471,9.1.1472,9.1.1473,9.1.1475,9.1.1478,9.1.1481,9.1.1484,9.1.1485,9.1.1492,9.1.1497,9.1.1498,9.1.1504,9.1.1508,9.1.1512,9.1.1518,9.1.1525,9.1.1532,9.1.1533,9.1.1537,9.1.1538","1NumDot1NumDot1Num,1NumDot1NumDot1NumDot4Num,1NumDot1NumDot4Num",9.1.1538,3,"https://github.com/vim/vim-win32-installer/releases/download/v9.1.1538/gvim_9.1.1538_x86.exe,https://github.com/vim/vim-win32-installer/releases/download/v9.1.1538/gvim_9.1.1538_x64.exe,https://github.com/vim/vim-win32-installer/releases/download/v9.1.1538/gvim_9.1.1538_arm64.exe","arm64-exe,win32-exe,x86-exe",absent,v9.1.1540,"https://github.com/vim/vim-win32-installer/releases/download/v9.1.1540/gvim_9.1.1540_arm64.exe,https://github.com/vim/vim-win32-installer/releases/download/v9.1.1540/gvim_9.1.1540_x64.exe,https://github.com/vim/vim-win32-installer/releases/download/v9.1.1540/gvim_9.1.1540_x86.exe",442,True,0,False,"9.1.0781,9.1.1538,9.1.0011,9.1.0173,9.1.0866,9.0.1999,9.0.2136,9.1.0076,9.0.1885,9.1.0538,9.1.0199,9.1.0393,9.0.1894,9.1.1357,9.1.1171,9.1.0448,9.1.1136,9.1.0988,9.1.1192,9.1.1340,9.1.1379,9.1.0067,9.1.1267,9.0.1677,9.1.0917,9.1.0128,9.1.0672,9.0.1822,9.1.1065,9.1.0472,9.1.0789,9.1.1326,9.1.0496,9.0.2090,9.1.0202,9.0.1984,9.1.0366,9.1.0165,9.1.0381,9.0.1839,9.1.1336,9.1.0848,9.1.0408,9.1.1484,9.1.0888,9.1.0822,9.0.1642,9.1.1016,9.1.0500,9.1.0532,9.1.0401,9.1.1406,9.0.1940,9.1.0785,9.1.0512,9.0.2073,9.0.2026,9.1.0356,9.1.0861,9.1.0678,9.0.1976,9.0.2188,9.1.0720,9.1.0955,9.1.0483,9.1.0168,9.1.1453,9.1.0104,9.1.0774,9.0.2077,9.1.0695,9.1.1426,9.0.2120,9.1.1024,9.0.2105,9.1.1429,9.1.1457,9.1.0613,9.1.0386,9.1.0958,9.1.0689,9.1.0748,9.1.0744,9.1.1182,9.1.1362,9.1.0330,9.0.1789,9.0.2053,9.1.0708,9.1.0374,9.1.0813,9.0.1968,9.1.0891,9.1.0399,9.1.1481,9.1.1418,9.1.0969,9.0.2173,9.1.0148,9.1.0738,9.1.0857,9.1.1537,9.1.0466,9.1.0258,9.1.0924,9.1.1398,9.1.1365,9.1.0184,9.1.1374,9.1.0139,9.1.0452,9.1.0990,9.1.0740,9.1.1485,9.1.0754,9.1.1317,9.1.0915,9.1.1322,9.1.1279,9.1.0083,9.0.1876,9.0.2087,9.1.0918,9.1.1046,9.1.1134,9.0.2181,9.1.0664,9.0.1966,9.1.0793,9.1.0309,9.1.1471,9.1.0686,9.1.0065,9.1.1236,9.1.0474,9.1.0845,9.0.2032,9.1.1186,9.1.0618,9.1.1441,9.1.0984,9.1.1382,9.1.0814,9.1.0645,9.1.1048,9.1.1492,9.1.0487,9.1.1050,9.1.0787,9.1.1478,9.0.2122,9.1.0198,9.1.0981,9.1.1396,9.1.0454,9.1.0228,9.1.1308,9.1.1270,9.1.0390,9.1.0426,9.1.0691,9.1.1385,9.1.0791,9.1.0186,9.0.2138,9.1.1532,9.1.1255,9.1.0698,9.1.0766,9.1.0611,9.0.2149,9.1.0457,9.1.0680,9.1.0973,9.1.1465,9.1.1289,9.1.1404,9.1.1299,9.1.1512,9.1.1082,9.1.0993,9.1.0757,9.1.0950,9.1.1446,9.1.0461,9.1.1497,9.1.1019,9.1.1436,9.1.0004,9.1.1324,9.1.0636,9.1.1265,9.1.0665,9.1.0412,9.0.2103,9.1.0149,9.1.0418,9.1.0901,9.1.1407,9.1.0661,9.1.0679,9.0.1959,9.1.0702,9.1.1122,9.1.0318,9.1.0187,9.1.0042,9.0.1859,9.1.0414,9.1.1151,9.1.0697,9.1.0724,9.1.0675,9.1.0443,9.1.0967,9.0.1882,9.0.2001,9.1.0643,9.1.0363,9.0.1897,9.1.1508,9.1.1000,9.0.1826,9.1.1313,9.1.0736,9.1.1232,9.0.1787,9.1.0188,9.1.0271,9.0.1853,9.1.0655,9.1.0411,9.1.1283,9.0.1734,9.1.0899,9.1.0733,9.1.0703,9.1.1251,9.1.0080,9.1.0727,9.1.0342,9.1.0673,9.1.0212,9.0.1910,9.1.0719,9.1.1244,9.1.1006,9.1.0380,9.1.0145,9.1.0652,9.0.2009,9.0.2003,9.1.0192,9.1.0758,9.1.1301,9.1.0260,9.1.0514,9.1.0730,9.1.0446,9.1.0818,9.1.0196,9.1.0282,9.1.0964,9.0.2048,9.1.0798,9.1.0722,9.0.1903,9.1.0882,9.1.0905,9.1.1498,9.0.1833,9.1.1455,9.1.0211,9.1.0205,9.1.1120,9.0.1712,9.1.1473,9.1.0119,9.1.1296,9.1.0384,9.0.2043,9.1.1518,9.1.0646,9.1.0949,9.1.0115,9.1.0,9.1.1366,9.1.1415,9.0.2100,9.1.0737,9.1.0586,9.0.2184,9.1.0516,9.1.0447,9.0.2185,9.1.1094,9.1.0544,9.1.0898,9.1.1504,9.1.0044,9.1.0909,9.1.0304,9.1.0927,9.1.0847,9.0.2146,9.1.1043,9.0.1899,9.1.1393,9.1.0886,9.1.0714,9.1.0075,9.1.0961,9.1.0608,9.1.0954,9.1.0682,9.1.0906,9.1.0391,9.1.1238,9.1.0181,9.1.0663,9.1.0759,9.0.2092,9.1.1397,9.1.0432,9.1.0983,9.0.2130,9.1.0718,9.1.0296,9.1.0445,9.1.0143,9.1.1113,9.1.0707,9.1.0113,9.1.0666,9.1.0792,9.1.1144,9.1.0589,9.1.0161,9.1.1472,9.1.0842,9.1.0429,9.1.0741,9.1.1370,9.0.2175,9.1.0931,9.1.0598,9.1.0110,9.1.0869,9.1.0465,9.0.2063,9.1.1460,9.1.0880,9.0.1916,9.1.0873,9.1.0061,9.0.2116,9.0.1736,9.1.1291,9.1.1258,9.1.1533,9.1.0810,9.1.0421,9.1.0151,9.0.1950,9.1.1288,9.1.1475,9.1.1117,9.0.1922,9.0.1678,9.1.0368,9.0.1943,9.0.1757,9.1.1420,9.1.0660,9.1.0059,9.0.1927,9.0.1777,9.1.0336,9.1.1263,9.1.1039,9.1.1001,9.1.0764,9.1.0610,9.1.0739,9.1.0405,9.1.1071,9.1.0135,9.1.0626,9.0.1786,9.1.1275,9.1.0715,9.1.0942,9.0.1811,9.1.0821,9.1.0494,9.1.0354,9.1.0274,9.1.0631,9.0.1778,9.1.0849,9.1.0477,9.1.0777,9.1.1401,9.1.1147,9.1.0178,9.1.1525,9.0.2018,9.0.2153,9.1.1330,9.1.0825,9.1.0895,9.1.1425,9.1.0837,9.1.0772,9.1.0912,9.1.1128,9.0.2081,9.1.0919,9.1.1287,9.1.0.0668,9.1.0867,9.0.2056,9.1.0377,9.1.1355,9.1.0312,9.1.1179,9.1.0602,9.1.1391,9.1.0105,9.1.1343,9.1.0938,9.1.1414,9.1.0140,9.1.0658,9.1.0252,9.1.0158,9.1.0794,9.0.2143,9.0.1815,9.1.1360,9.0.1994,9.1.0136",905,,"https://github.com/vim/vim-win32-installer/releases/download/v9.1.1540/gvim_9.1.1540_arm64.exe,https://github.com/vim/vim-win32-installer/releases/download/v9.1.1540/gvim_9.1.1540_x64.exe,https://github.com/vim/vim-win32-installer/releases/download/v9.1.1540/gvim_9.1.1540_x86.exe",905,
raphamorim.rio,raphamorim/rio,"0.1.16,0.2.0,0.2.1,0.2.12,0.2.13,0.2.14,0.2.15,0.2.16,0.2.17,0.2.18,0.2.19,0.2.2,0.2.5,0.2.6,0.2.7","1NumDot1NumDot1Num,1NumDot1NumDot2Num",0.2.19,2,"https://github.com/raphamorim/rio/releases/download/v0.2.19/Rio-installer-x86_64.msi,https://github.com/raphamorim/rio/releases/download/v0.2.19/Rio-installer-aarch64.msi","aarch64-msi,x86_64-msi",absent,v0.2.20,"https://github.com/raphamorim/rio/releases/download/v0.2.20/rio-installer-aarch64.msi,https://github.com/raphamorim/rio/releases/download/v0.2.20/rio-installer-x86_64.msi",15,True,0,False,"0.2.16,0.2.17,0.2.5,0.2.13,0.2.19,0.2.1,0.2.12,0.1.16,0.2.14,0.2.7,0.2.18,0.2.2,0.2.0,0.2.6,0.2.15",29,,"https://github.com/raphamorim/rio/releases/download/v0.2.20/rio-installer-aarch64.msi,https://github.com/raphamorim/rio/releases/download/v0.2.20/rio-installer-x86_64.msi",29,
JamesCJ60.Universalx86TuningUtility,JamesCJ60/Universal-x86-Tuning-Utility,"2.2.5,2.3.1,2.3.2",1NumDot1NumDot1Num,2.3.2,1,https://github.com/JamesCJ60/Universal-x86-Tuning-Utility/releases/download/2.3.2/Universal.x86.Tuning.Utility.V2.msi,x86-msi,absent,2.5.3,https://github.com/JamesCJ60/Universal-x86-Tuning-Utility/releases/download/2.5.3/Universal.x86.Tuning.Utility.V2.msi,3,True,0,False,"2.3.1,2.2.5,2.3.2",3,,https://github.com/JamesCJ60/Universal-x86-Tuning-Utility/releases/download/2.5.3/Universal.x86.Tuning.Utility.V2.msi,3,
odin-lang.Odin,odin-lang/Odin,"dev-2024-03,dev-2024-04,dev-2024-04a,dev-2024-05,dev-2024-06,dev-2024-07,dev-2024-08,dev-2024-09,dev-2024-10,dev-2024-11,dev-2024-12,dev-2025-01,dev-2025-02,dev-2025-03,dev-2025-06","devDash4NumDash2Num,devDash4NumDash2Num1Letter",dev-2025-06,1,https://github.com/odin-lang/Odin/releases/download/dev-2025-06/odin-windows-amd64-dev-2025-06.zip,amd64-zip,absent,dev-2025-07,https://github.com/odin-lang/Odin/releases/download/dev-2025-07/odin-windows-amd64-dev-2025-07.zip,15,True,0,False,"dev-2024-05,dev-2024-04a,dev-2025-03,dev-2024-06,dev-2025-06,dev-2024-04,dev-2024-10,dev-2025-01,dev-2025-02,dev-2024-08,dev-2024-12,dev-2024-11,dev-2024-03,dev-2024-09,dev-2024-07",15,,https://github.com/odin-lang/Odin/releases/download/dev-2025-07/odin-windows-amd64-dev-2025-07.zip,15,
YuminZhan.WinLinker,Yumin-Zhan/WinLinker,1.0.0,1NumDot1NumDot1Num,1.0.0,2,"https://github.com/Yumin-Zhan/WinLinker/releases/download/v1.0.0/WinLinkerSetup_v1.0.0.msi,https://github.com/Yumin-Zhan/WinLinker/releases/download/v1.0.0/WinLinkerUserSetup_v1.0.0.msi",NA-msi,absent,v1.1.0,"https://github.com/Yumin-Zhan/WinLinker/releases/download/v1.1.0/WinLinkerSetup_v1.1.0.msi,https://github.com/Yumin-Zhan/WinLinker/releases/download/v1.1.0/WinLinkerUserSetup_v1.1.0.msi",1,True,0,False,1.0.0,2,,"https://github.com/Yumin-Zhan/WinLinker/releases/download/v1.1.0/WinLinkerSetup_v1.1.0.msi,https://github.com/Yumin-Zhan/WinLinker/releases/download/v1.1.0/WinLinkerUserSetup_v1.1.0.msi",2,
OpenRA.OpenRA.Playtest,OpenRA/OpenRA,2024.11.16,4NumDot2NumDot2Num,2024.11.16,2,"https://github.com/OpenRA/OpenRA/releases/download/playtest-20241116/OpenRA-playtest-20241116-x86.exe,https://github.com/OpenRA/OpenRA/releases/download/playtest-20241116/OpenRA-playtest-20241116-x64.exe","x64-exe,x86-exe",absent,release-20250330,"https://github.com/OpenRA/OpenRA/releases/download/release-20250330/OpenRA-release-20250330-x64.exe,https://github.com/OpenRA/OpenRA/releases/download/release-20250330/OpenRA-release-20250330-x86.exe",1,True,0,False,2024.11.16,2,,"https://github.com/OpenRA/OpenRA/releases/download/release-20250330/OpenRA-release-20250330-x64.exe,https://github.com/OpenRA/OpenRA/releases/download/release-20250330/OpenRA-release-20250330-x86.exe",2,
XiaoYouChR.GhostDownloader,XiaoYouChR/Ghost-Downloader-3,"3.5.11,3.5.12",1NumDot1NumDot2Num,3.5.12,2,"https://github.com/XiaoYouChR/Ghost-Downloader-3/releases/download/v3.5.12/Ghost-Downloader-v3.5.12-Windows-x86_64-Setup.exe,https://github.com/XiaoYouChR/Ghost-Downloader-3/releases/download/v3.5.12/Ghost-Downloader-v3.5.12-Windows-arm64-Setup.exe","arm64-exe,x86_64-exe",absent,v3.6,"https://github.com/XiaoYouChR/Ghost-Downloader-3/releases/download/v3.6/Ghost-Downloader-v3.6-Windows-arm64-Setup.exe,https://github.com/XiaoYouChR/Ghost-Downloader-3/releases/download/v3.6/Ghost-Downloader-v3.6-Windows-x86_64-Setup.exe",2,True,0,False,"3.5.12,3.5.11",3,,"https://github.com/XiaoYouChR/Ghost-Downloader-3/releases/download/v3.6/Ghost-Downloader-v3.6-Windows-arm64-Setup.exe,https://github.com/XiaoYouChR/Ghost-Downloader-3/releases/download/v3.6/Ghost-Downloader-v3.6-Windows-x86_64-Setup.exe",3,
zadjii.ObsidianNotesExtension,zadjii/CmdPalExtensions,"0.0.2.0,0.0.3,0.0.5","1NumDot1NumDot1Num,1NumDot1NumDot1NumDot1Num",0.0.5,1,https://github.com/zadjii/CmdPalExtensions/releases/download/obsidian%2Fv0.0.5/ObsidianExtension_0.0.5.0_x64.msix,x64-msix,absent,mastodon/v0.0.5,https://github.com/zadjii/CmdPalExtensions/releases/download/mastodon/v0.0.5/MastodonExtension_0.0.5.0_x64.msix,3,True,0,False,"0.0.3,0.0.5,0.0.2.0",3,,https://github.com/zadjii/CmdPalExtensions/releases/download/mastodon/v0.0.5/MastodonExtension_0.0.5.0_x64.msix,3,
Game1024.OpenSpeedy,game1024/OpenSpeedy,"1.7.4,1.7.5",1NumDot1NumDot1Num,1.7.5,1,https://github.com/game1024/OpenSpeedy/releases/download/v1.7.5/OpenSpeedy-v1.7.5.zip,NA-zip,absent,v1.7.6,https://github.com/game1024/OpenSpeedy/releases/download/v1.7.6/OpenSpeedy-v1.7.6.zip,2,True,0,False,"1.7.4,1.7.5",2,,https://github.com/game1024/OpenSpeedy/releases/download/v1.7.6/OpenSpeedy-v1.7.6.zip,2,
TeamLidarr.Lidarr,Lidarr/Lidarr,"0.7.1,0.8.1,1.0.2,1.3.5.3530,2.0.7.3849,2.2.5.4141,2.3.3.4204,2.4.3.4248,2.5.3.4341,2.6.4.4402,2.8.2.4493,2.9.6.4552","1NumDot1NumDot1Num,1NumDot1NumDot1NumDot4Num",2.9.6.4552,2,"https://github.com/Lidarr/Lidarr/releases/download/v2.9.6.4552/Lidarr.master.2.9.6.4552.windows-core-x86-installer.exe,https://github.com/Lidarr/Lidarr/releases/download/v2.9.6.4552/Lidarr.master.2.9.6.4552.windows-core-x64-installer.exe","x64-exe,x86-exe",absent,v2.12.4.4658,"https://github.com/Lidarr/Lidarr/releases/download/v2.12.4.4658/Lidarr.master.2.12.4.4658.windows-core-x64-installer.exe,https://github.com/Lidarr/Lidarr/releases/download/v2.12.4.4658/Lidarr.master.2.12.4.4658.windows-core-x86-installer.exe",12,True,0,False,"2.9.6.4552,2.6.4.4402,1.3.5.3530,2.8.2.4493,2.3.3.4204,2.5.3.4341,2.0.7.3849,2.4.3.4248,0.8.1,1.0.2,0.7.1,2.2.5.4141",23,,"https://github.com/Lidarr/Lidarr/releases/download/v2.12.4.4658/Lidarr.master.2.12.4.4658.windows-core-x64-installer.exe,https://github.com/Lidarr/Lidarr/releases/download/v2.12.4.4658/Lidarr.master.2.12.4.4658.windows-core-x86-installer.exe",23,
BrechtSanders.WinLibs.POSIX.UCRT,brechtsanders/winlibs_mingw,"14.2.0-12.0.0-r2,15.1.0-12.0.0-r1,15.1.0-13.0.0-r2,15.1.0-13.0.0-r3",2NumDot1NumDot1NumDash2NumDot1NumDot1NumDashr1Num,15.1.0-13.0.0-r3,2,"https://github.com/brechtsanders/winlibs_mingw/releases/download/15.1.0posix-13.0.0-ucrt-r3/winlibs-i686-posix-dwarf-gcc-15.1.0-mingw-w64ucrt-13.0.0-r3.zip,https://github.com/brechtsanders/winlibs_mingw/releases/download/15.1.0posix-13.0.0-ucrt-r3/winlibs-x86_64-posix-seh-gcc-15.1.0-mingw-w64ucrt-13.0.0-r3.zip","i686-zip,x86_64-zip",absent,15.1.0posix-13.0.0-msvcrt-r3,"https://github.com/brechtsanders/winlibs_mingw/releases/download/15.1.0posix-13.0.0-msvcrt-r3/winlibs-i686-posix-dwarf-gcc-15.1.0-mingw-w64msvcrt-13.0.0-r3.zip,https://github.com/brechtsanders/winlibs_mingw/releases/download/15.1.0posix-13.0.0-msvcrt-r3/winlibs-x86_64-posix-seh-gcc-15.1.0-mingw-w64msvcrt-13.0.0-r3.zip",4,True,0,False,"15.1.0-13.0.0-r3,15.1.0-12.0.0-r1,15.1.0-13.0.0-r2,14.2.0-12.0.0-r2",8,,"https://github.com/brechtsanders/winlibs_mingw/releases/download/15.1.0posix-13.0.0-msvcrt-r3/winlibs-i686-posix-dwarf-gcc-15.1.0-mingw-w64msvcrt-13.0.0-r3.zip,https://github.com/brechtsanders/winlibs_mingw/releases/download/15.1.0posix-13.0.0-msvcrt-r3/winlibs-x86_64-posix-seh-gcc-15.1.0-mingw-w64msvcrt-13.0.0-r3.zip",8,
nikpapa.palamedes,nikpapa/Palamedes,"0.47,0.53.1,0.53.2,0.53.3","1NumDot2Num,1NumDot2NumDot1Num",0.53.3,1,https://github.com/nikpapa/Palamedes/releases/download/0.53.3/Palamedes_install_0.53.3.exe,NA-exe,absent,0.54.0,https://github.com/nikpapa/Palamedes/releases/download/0.54.0/Palamedes_install_0.54.0.exe,4,True,0,False,"0.53.1,0.47,0.53.2,0.53.3",4,,https://github.com/nikpapa/Palamedes/releases/download/0.54.0/Palamedes_install_0.54.0.exe,4,
BBC.audiowaveform,bbc/audiowaveform,1.10.1,1NumDot2NumDot1Num,1.10.1,2,"https://github.com/bbc/audiowaveform/releases/download/1.10.1/audiowaveform-1.10.1-win32.zip,https://github.com/bbc/audiowaveform/releases/download/1.10.1/audiowaveform-1.10.1.win64.zip","win32-zip,win64-zip",absent,1.10.2,"https://github.com/bbc/audiowaveform/releases/download/1.10.2/audiowaveform-1.10.2-win32.zip,https://github.com/bbc/audiowaveform/releases/download/1.10.2/audiowaveform-1.10.2-win64.zip",1,True,0,False,1.10.1,2,,"https://github.com/bbc/audiowaveform/releases/download/1.10.2/audiowaveform-1.10.2-win32.zip,https://github.com/bbc/audiowaveform/releases/download/1.10.2/audiowaveform-1.10.2-win64.zip",2,
pluveto.Upgit,pluveto/upgit,0.2.18,1NumDot1NumDot2Num,0.2.18,4,"https://github.com/pluveto/upgit/releases/download/v0.2.18/upgit_win_386.exe,https://github.com/pluveto/upgit/releases/download/v0.2.18/upgit_win_amd64.exe,https://github.com/pluveto/upgit/releases/download/v0.2.18/upgit_win_arm.exe,https://github.com/pluveto/upgit/releases/download/v0.2.18/upgit_win_arm64.exe","386-exe,amd64-exe,arm-exe,arm64-exe",absent,v0.2.25,"https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_386.exe,https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_amd64.exe,https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_arm.exe,https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_arm64.exe",1,True,0,False,0.2.18,4,,"https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_386.exe,https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_amd64.exe,https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_arm.exe,https://github.com/pluveto/upgit/releases/download/v0.2.25/upgit_win_arm64.exe",4,
Nextcloud.Talk,nextcloud-releases/talk-desktop,"1.0.0,1.0.0-rc2,1.0.1,1.0.2,1.1.5,1.1.6,1.1.7,1.1.8,1.1.9,1.2.3","1NumDot1NumDot1Num,1NumDot1NumDot1NumDashrc1Num",1.2.3,1,https://github.com/nextcloud-releases/talk-desktop/releases/download/v1.2.3/Nextcloud.Talk-windows-x64.exe,windows-x64-exe,absent,v1.2.4,https://github.com/nextcloud-releases/talk-desktop/releases/download/v1.2.4/Nextcloud.Talk-windows-x64.exe,10,True,0,False,"1.1.5,1.0.0,1.0.1,1.2.3,1.1.8,1.0.0-rc2,1.1.7,1.1.9,1.0.2,1.1.6",10,,https://github.com/nextcloud-releases/talk-desktop/releases/download/v1.2.4/Nextcloud.Talk-windows-x64.exe,10,
Melvin-Abraham.Google-Assistant.Preview,Melvin-Abraham/Google-Assistant-Unofficial-Desktop-Client,1.0.0-rc.2,1NumDot1NumDot1NumDashrcDot1Num,1.0.0-rc.2,1,https://github.com/Melvin-Abraham/Google-Assistant-Unofficial-Desktop-Client/releases/download/v1.0.0-rc.2/Google_Assistant-Setup-1.0.0-rc.2.exe,NA-exe,absent,v1.1.0,https://github.com/Melvin-Abraham/Google-Assistant-Unofficial-Desktop-Client/releases/download/v1.1.0/Google-Assistant-Setup-1.1.0.exe,1,True,0,False,1.0.0-rc.2,1,,https://github.com/Melvin-Abraham/Google-Assistant-Unofficial-Desktop-Client/releases/download/v1.1.0/Google-Assistant-Setup-1.1.0.exe,1,
